Sequence ID,Predicted label,Final_Confidence_Score,Predicted_Code,Predicted_Path_Codes
Copia-59_BRa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
ATREP17,SubclassI,N/A,2.1,"2,2.1"
Copia-59_GM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-59_PI-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-59_PX-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-59_ST-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_AA-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_ALY-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_BD-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_CP-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_CQ-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
ATREP3,SubclassI,N/A,2.1,"2,2.1"
Copia-5_DPu-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_ECa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_FV-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_HV-LTR,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Copia-5_LH-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_LU-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_PAb-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_PGr-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_PR-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-5_PSt-I,I,N/A,1.4.5,"1,1.4,1.4.5"
ATREP8,SubclassI,N/A,2.1,"2,2.1"
Copia-5_PTrit-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-5_SCH-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_SL-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-5_TC-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6-I_DR,SINE,N/A,1.5,"1,1.5"
Copia-60_BG-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-60_CCri-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-60_MLP-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-60_PT-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
AtSB4,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-60_SB-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-60_ZM-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-61_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-61_BRa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-61_GM-LTR,SubclassI,N/A,2.1,"2,2.1"
Copia-61_PI-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-61_PT-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-61_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-61_ZM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-62_BG-I,R2,N/A,1.4.1,"1,1.4,1.4.1"
ATTIRTA1,SubclassI,N/A,2.1,"2,2.1"
Copia-62_CCri-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-62_MLP-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-62_PT-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-62_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-62_ZM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-63_BG-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-63_CCri-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-63_MLP-I,RTE,N/A,1.4.2,"1,1.4,1.4.2"
Copia-63_PT-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-63_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Au,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-63_ZM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-64_BG-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-64_CCri-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-64_MLP-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-64_PT-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-64_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-64_ZM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-65_BG-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-65_CCri-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-65_MLP-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
AVPB1,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
Copia-65_PT-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-65_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-65_ZM-LTR,SubclassI,N/A,2.1,"2,2.1"
Copia-66_BG-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-66_CCri-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-66_PPe-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-66_PX-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-66_VV-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-67_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-67_BRa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
B1F1A,7SL,N/A,1.5.2,"1,1.5,1.5.2"
Copia-67_GM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-67_PT-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-67_SB-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-67_ZM-I,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Copia-68_ALY-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-68_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-68_Mad-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-68_PX-I,DIRS,N/A,1.2,"1,1.2"
Copia-68_ST-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-69_AA-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
B1_Mus2,7SL,N/A,1.5.2,"1,1.5,1.5.2"
Copia-69_BG-LTR,SINE,N/A,1.5,"1,1.5"
Copia-69_GM-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-69_MLP-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-69_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-69_VV-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_ADe-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_ALY-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_BD-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_CP-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Academ-3_SK,SubclassI,N/A,2.1,"2,2.1"
B2_Rn1__2,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-6_CQ-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-6_DWil-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_EPa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_GM-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_LBS-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-6_LU-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_MLP-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_PGr-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_PR-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_PSt-I,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Baggins-1_NVi,R2,N/A,1.4.1,"1,1.4,1.4.1"
Copia-6_PX-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_SI-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-6_TC-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7-I_DR,DIRS,N/A,1.2,"1,1.2"
Copia-70_ALY-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-70_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-70_Mad-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-70_PX-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-70_ST-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BAGY1_HV_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-71_AA-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-71_BG-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-71_GM-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-71_MLP-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-71_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-71_ZM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-72_BG-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-72_CCri-LTR,DIRS,N/A,1.2,"1,1.2"
Copia-72_MLP-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-72_SB-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BAJIEIN,DIRS,N/A,1.2,"1,1.2"
Copia-72_ZM-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-73_ALY-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-73_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-73_Mad-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-73_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-73_VV-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-74_ALY-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-74_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-74_Mad-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-74_PT-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BAMHI_VF,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-74_VV-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-75_AA-LTR,SubclassI,N/A,2.1,"2,2.1"
Copia-75_BRa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-75_GM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-75_PT-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-75_ST-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-76_ALY-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-76_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-76_Mad-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-76_PT-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BARE-2_HV_LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-76_VV-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-77_BG-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-77_GM-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-77_MLP-LTR,SINE,N/A,1.5,"1,1.5"
Copia-77_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-78_AA-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-78_BRa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-78_GM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-78_PT-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-78_ST-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BARI1,Tc1-Mariner,N/A,2.1.1.1,"2,2.1,2.1.1,2.1.1.1"
Copia-79_ALY-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-79_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-79_Mad-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-79_PT-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-79_VV-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_ADe-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_Ano-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_BD-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_CP-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BC1,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-7_CT-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_DPu-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_EPa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_FV-LTR,SubclassI,N/A,2.1,"2,2.1"
Copia-7_LBS-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_LMi-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_MLP-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_PD-LTR,SINE,N/A,1.5,"1,1.5"
Copia-7_PR-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_PSo-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BC1_Rn,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-7_PTrit-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_SMo-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_TA-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-7_TMe-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-80_ALY-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-80_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-80_Mad-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-80_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-80_VV-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-1-I_NVi,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-81_BG-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-81_GM-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-81_MLP-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-81_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-82_AA-LTR,SubclassI,N/A,2.1,"2,2.1"
Copia-82_BRa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-82_GM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-82_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-82_VV-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-83_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Academ-4_SK,SubclassI,N/A,2.1,"2,2.1"
BEL-1-LTR_XT,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-83_Mad-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-83_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-84B_CCri-LTR,CACTA,N/A,2.1.1.9,"2,2.1,2.1.1,2.1.1.9"
Copia-84_CCri-I,CACTA,N/A,2.1.1.9,"2,2.1,2.1.1,2.1.1.9"
Copia-84_Mad-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-84_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-85_ALY-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-85_GM-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-85_SB-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-86_ALY-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-101_AA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-86_CCri-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-86_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-86_VV-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-87_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-87_Mad-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-87_ST-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-88_ALY-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-88_CCri-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-88_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-88_VV-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-103_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-89_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-89_Mad-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-89_VV-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_AA-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-8_Ano-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_BD-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-8_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_CPu-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_DPu-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_ECa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-106_AA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-8_FV-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_JC-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_LMi-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_Mad-LTR__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_PD-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_PIT-LTR,SubclassI,N/A,2.1,"2,2.1"
Copia-8_PSo-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_PTrit-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_SMo-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
BEL-108_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-8_TA-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-8_TMe-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-90_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-90_Mad-I,DIRS,N/A,1.2,"1,1.2"
Copia-90_ST-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-91_BRa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-91_GM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-91_SB-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-92_ALY-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-92_CCri-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-10_Adi-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-92_PTr-I__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-92_ST-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-93_ALY-LTR,LINE,N/A,1.4,"1,1.4"
Copia-93_GM-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-93_PTr-LTR__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-93_VV-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-94_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-94_Mad-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-94_ST-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-95_ALy-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-10_CQ-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-95_CCri-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-95_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-95_VV-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-96_BRa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-96_GM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-96_ST-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-97_AA-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-97_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-97_Mad-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-97_VV-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-10_DBp-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-98_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-98_Mad-I,L1,N/A,1.4.4,"1,1.4,1.4.4"
Copia-98_VV-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-99_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-99_Mad-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_AA-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_ALY-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_BD-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_CPu-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-10_DTa-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-9_DPu-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_EPa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_FV-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_LBS-I,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Copia-9_LMi-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_MLP-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_PD-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_PR-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_PSo-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Copia-9_PX-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-10_GA-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-9_SB-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_SSa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-9_TA-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
COPIA-I_MT,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia1-I_Dmoj,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia1-I_TP,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia1-LTR_Dmoj,SubclassI,N/A,2.1,"2,2.1"
Copia1-LTR_TP,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia1-PTR_I__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia10-LTR_CR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Academ-5_SP,SubclassI,N/A,2.1,"2,2.1"
BEL-10_NV-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia10-VV_I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia11-NVi_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia11-ZM_I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia12-PTR_LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia13-NVi_I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia13-VV_LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia14-PTR_I__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia15-NVi_LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia15-ZM_I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia16-PTR_LTR__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-10_SSa-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia17-NVi_I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia17-VV_LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia18-PTR_I__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia18-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia19-PTR_I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia19-ZM_LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia1_I_MT,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia2-I_CR,DIRS,N/A,1.2,"1,1.2"
COPIA2-I_OS,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia2-LTR_CR,LTR,N/A,1.1,"1,1.1"
BEL-111_AA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
COPIA2-LTR_MT,Copia,N/A,1.1.1,"1,1.1,1.1.1"
